episode_overall,season,episode,title,aired_date,year,tmdb_rating,tmdb_vote_count,synopsis,directed_by,written_by,us_viewers_millions,runtime,tmdb_id,imdb_title,imdb_aired_date,imdb_synopsis,imdb_rating,imdb_vote_count,thumbnail_url,imdb_episode_url,is_holiday,guest_actors,guest_characters
146,8,17,Boywatch,2018-05-06,2018,8.7,3,"Tina decides to join the Junior Lifeguards, but when she struggles with the training, one of her fellow junior guards, Parker, tries to convince her to quit. Meanwhile, business booms when Bob and Linda offer free wi-fi at the restaurant, but it is soon threatened by a cyber-attack.",Mauricio Pardo,Rich Rinaldi,1.56,22,1483820,As I Walk Through the Alley of the Shadow of Ramps,"Sun, May 13, 2018",Louise gets into a turf war with a juice truck owner trying to set up shop in the Belcher's alley; Linda realizes she can't always come to her sister's defense.,7.7,761,"https://m.media-amazon.com/images/M/MV5BYmFkYTYyY2UtODI3YS00ZDViLTkxMjItY2I0ZjBiYjkxZWY1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8259884/?ref_=ttep_ep_17,FALSE,NA,NA
147,8,18,As I Walk Through the Alley of the Shadow of Ramps,2018-05-13,2018,8.5,4,"When a malicious juice truck owner tries to set up shop in the Belcher's alley, Louise devises a plan to win back their turf. Meanwhile, Linda learns that she can't always run to her sister's defense.",Chris Song,Scott Jacobson,1.56,22,1483859,Mo Mommy Mo Problems,"Sun, May 13, 2018","On Mother's Day, the Belchers wind up in a real estate scheme when attend open houses for free food and Linda meets a charming real estate agent.",7.7,737,"https://m.media-amazon.com/images/M/MV5BNzA2MzFjMWMtYWRkYi00ZjRlLWE5ZDYtM2E3ZmJiMjg3ODg2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8259896/?ref_=ttep_ep_18,TRUE,Andrea Savage; Michael Cyril Creighton,Claire; Spencer
148,8,19,Mo Mommy Mo Problems,2018-05-13,2018,8.2,4,"The Belchers attend open houses for the free food, per Linda's ""momnipotent"" Mother's Day request. When Linda meets a charming real estate agent and agrees to a private showing, the kids stumble upon an unexpected surprise and the family ends up at the helm of a real estate scheme.",Ian Hamilton,Steven Davis,1.88,22,1487496,Mission Impos-Slug-Ble,"Sun, May 20, 2018",Louise devises a plan to get her extensive Burobu card collection back after it's confiscated at school.,7.5,733,"https://m.media-amazon.com/images/M/MV5BZTJjMjU5MTQtMWExYS00Njk1LWFiMDUtZTkyZjY2M2U3Yzk1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8259898/?ref_=ttep_ep_19,FALSE,NA,NA
149,8,20,Mission Impos-slug-ble,2018-05-20,2018,8.7,3,"When Louise's extensive Burobu card collection gets confiscated at school, she devises a tricky plan to get them back. Meanwhile, Bob must give a eulogy for an old acquaintance, despite an unfortunate incident that happened years ago.",Chris Song,Nora Smith,1.65,22,1487495,"Something Old, Something New, Something Bob Caters for You","Sun, May 20, 2018",The Belchers cater a wedding for a couple who fell in love at the restaurant.,8.2,839,"https://m.media-amazon.com/images/M/MV5BN2I1YTgwNDctYTIzZC00MWVhLWJkMzMtZTA0OWI0NzlhMjg5XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8259902/?ref_=ttep_ep_20,FALSE,Pete Holmes,Connor
150,8,21,"Something Old, Something New, Something Bob Caters for You",2018-05-20,2018,8.8,4,"Just as Bob wonders if working in the restaurant business is worth it, a couple who fell in love at the restaurant asks the Belchers to cater their wedding. When things don't go as planned, Linda tries to save the day.",Chris Song,Jon Schroeder,1.62,22,1493685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,9,1,Just One of the Boyz 4 Now for Now,2018-09-30,2018,7.8,9,"Convinced she's met the love of her life, Tina decides to disguise herself as a boy and sneak into the Boyz 4 Now auditions to find him. Back at the restaurant, Teddy asks the rest of the Belcher gang to nurse his baby rat back to health.",Ian Hamilton,Lizzie Molyneux & Wendy Molyneux,2.47,23,1531138,Just One of the Boyz 4 Now for Now,"Sun, Sep 30, 2018","Convinced she's met the love of her life, Tina decides to disguise herself as a boy and sneak into the Boyz 4 Now auditions to find him. Back at the restaurant, Teddy asks the rest of the Belcher gang to nurse his baby rat back to health.",7.6,1100,"https://m.media-amazon.com/images/M/MV5BNmNiYmI0ZDctYjQwNy00MzI2LWFmM2MtNzkwNGQyZWVlYzhiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8407530/?ref_=ttep_ep_1,FALSE,Josh Gad; Andrew Rannells,Damon; Hayden
152,9,2,The Taking of Funtime One Two Three,2018-10-07,2018,8.2,9,"Desperate for the grand prize dune buggy at their local arcade, Louise, Tina and Gene devise a master plan, with the help of Mr. Fischoeder. Meanwhile, Teddy manages to convince Bob and Linda to take in a chicken by promising fresh eggs.",Chris Song,Justin Hook,3.08,23,1570508,The Taking of Funtime One Two Three,"Sun, Oct 7, 2018","With help from Mr. Fischoeder, the Belcher kids devise a master plan to win the grand prize dune buggy at their local arcade; Teddy promises Bob and Linda fresh eggs if they take in a chicken.",8.5,982,"https://m.media-amazon.com/images/M/MV5BMjE0MTQ2MDMtNTQwZS00MjZlLTk1NDctMzdkOTM3MGJjZjQ4XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651752/?ref_=ttep_ep_2,FALSE,NA,NA
153,9,3,Tweentrepreneurs,2018-10-14,2018,8,7,"Tina, Louise, and Gene get a taste of business when they join the school's Tweentrepeneurs club. Back at the restaurant, Bob and Linda find themselves outsmarted by a dine-and-dasher.",Ryan Mattos,Greg Thompson,2.14,23,1574817,Tweentrepreneurs,"Sun, Oct 14, 2018","Tina, Louise, and Gene get a taste of business when they join the school's Tweentrepeneurs club. Back at the restaurant, Bob and Linda find themselves outsmarted by a dine-and-dasher.",7.7,798,"https://m.media-amazon.com/images/M/MV5BODY0NTY1ZTUtZjA0NS00MGU5LWIxYjAtM2U1NzUyOGNiNDhiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651754/?ref_=ttep_ep_3,FALSE,NA,NA
154,9,4,Nightmare on Ocean Avenue Street,2018-10-21,2018,8.1,8,"The kids set out for their regular Halloween shenanigans, but when everyone's candy bags start mysteriously disappearing, it's up to Tina, Louise, and Gene to find the culprit. Meanwhile, Teddy decorates the restaurant to compete with another handyman on the street but gets a little carried away.",Tyree Dillihay,Dan Fybel,2.8,23,1579836,Nightmare on Ocean Avenue Street,"Sun, Oct 21, 2018","The Belcher kids set out to find the culprit who's snatching everyone's candy bags on Halloween night. Meanwhile, Teddy gets carried away when he decorates the restaurant to compete with another handyman on the street.",8.1,858,"https://m.media-amazon.com/images/M/MV5BNjI5ZjdiODgtZDA1ZS00N2Q1LWJlNjItNzkzMjVmZTdlMzdhXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651756/?ref_=ttep_ep_4,TRUE,NA,NA
155,9,5,Live and Let Fly,2018-11-04,2018,7.9,7,"The kids learn the dangers of revenge when their plan to get back at the school guidance counselor gets them entangled in a deep rooted sibling rivalry between two pilots. Meanwhile, Linda and Bob put their game faces on when Teddy invites them to a paper airplane contest.",Chris Song,Rich Rinaldi,3.16,23,1591727,Live and Let Fly,"Sun, Nov 4, 2018",The Belcher kids' revenge plan against the school counselor gets them involved in a sibling rivalry between two pilots. Meanwhile Teddy invites Bob and Linda to a paper airplane contest.,7.3,750,"https://m.media-amazon.com/images/M/MV5BZjMxMTE4NDgtZGE4ZC00OTZmLTg3ZjUtMzE0ZmIxMTU1ZDY5XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651758/?ref_=ttep_ep_5,FALSE,NA,NA
156,9,6,Bobby Driver,2018-11-11,2018,7.9,8,"Bob agrees to drive professional quilter Edith around town, after she convinces him to join in a plot for revenge. Meanwhile, the kids attend a lavish ""Gatsby""-themed birthday party, and Linda helps Teddy expand his taste palate.",Ryan Mattos,Scott Jacobson,2.23,23,1596796,Bobby Driver,"Sun, Nov 11, 2018",Bob drives a professional quilter around town when she talks him into joining her revenge plot; the kids attend a Gatsby-themed birthday party; Linda helps Teddy expand his taste palate.,8.1,863,"https://m.media-amazon.com/images/M/MV5BZjNmODVkYjYtMGNiNy00ZDA0LTk3OTctYTgwZmFlNTYwZWM1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651762/?ref_=ttep_ep_6,FALSE,NA,NA
157,9,7,I Bob Your Pardon,2018-11-18,2018,8.3,6,"The Belchers set out to save a turkey from a trip to the slaughterhouse, but when a local reporter catches wind of their schemes, the mission becomes more complicated than they had anticipated.",Chris Song,Nora Smith,2.91,23,1603317,I Bob Your Pardon,"Sun, Nov 18, 2018",The Belchers try to save a turkey from the slaughterhouse.,7.6,764,"https://m.media-amazon.com/images/M/MV5BYmQ1ODBhMmUtYmRiYy00MWQwLWEzMDUtOTFhNDFiZjg0MjVkXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651764/?ref_=ttep_ep_7,FALSE,NA,NA
158,9,8,Roller? I Hardly Know Her!,2018-11-25,2018,7.9,7,"Gene is livid when his best friend, Alex, ditches him to be Courtney's roller-dancing partner. Meanwhile, Teddy, Linda and Bob let their imaginations get the best of them when they discover someone stalking the restaurant.",Kev Wotton,Lizzie Molyneux & Wendy Molyneux,1.97,23,1610397,Roller? I Hardly Know Her!,"Sun, Nov 25, 2018","Gene is upset with his best friend ditching him for Courtney as a roller-dancing partner; Teddy, Linda and Bob discover someone stalking the restaurant.",7.3,728,"https://m.media-amazon.com/images/M/MV5BYzViMDY3NjItYmYxOC00YTVmLTliM2ItYTdiYzNjYWI4YjUxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651766/?ref_=ttep_ep_8,FALSE,NA,NA
159,9,9,UFO No You Didn't,2018-12-02,2018,7.9,7,"Tina and her new science partner create a device that allows them to communicate with aliens, but their excitement turns to fear when they receive a dangerous warning message. Meanwhile, Bob attempts to sell mini coat racks he bought.",Tyree Dillihay,Steven Davis,2.99,23,1613947,UFO No You Didn't,"Sun, Dec 2, 2018","Tina and her new science partner create a device that allows them to communicate with aliens, but their excitement turns to fear when they receive a dangerous warning message. Meanwhile, Bob attempts to sell mini coat racks he bought.",7.3,735,"https://m.media-amazon.com/images/M/MV5BYzBhMTkwMWItODRhZC00OGFiLTljMmYtZWUyYTk1YTQ2NWI2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651768/?ref_=ttep_ep_9,FALSE,NA,NA
160,9,10,Better Off Sled,2018-12-09,2018,8.2,8,"The battle is on when some angsty teenagers take over Louise, Gene and Tina's usual sledding territory, inciting an epic turf war. Meanwhile, Bob steps in to help Linda, who's in a time crunch to get three scarves knitted before Christmas.",Ian Hamilton,Holly Schlesinger,4.35,23,1613949,Better Off Sled,"Sun, Dec 9, 2018",The Belcher kids get into a turf war with teenagers who take their usual sledding territory; Bob tries to help Linda knit three scarves before Christmas.,8.1,823,"https://m.media-amazon.com/images/M/MV5BMjJiYWY0MzEtZjk1Yy00NjFlLThkMWItZTk1YTc2M2U5YWJiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651770/?ref_=ttep_ep_10,TRUE,NA,NA
161,9,11,"Lorenzo's Oil? No, Linda's",2019-01-06,2019,7.4,7,"Linda's new friend introduces her to essential oils and Aunt Gayle is convinced she must be rescued. Meanwhile, Bob and Teddy are bamboozled into performing a series of annoying favors for Mr. Huggins.",Chris Song,Jon Schroeder,2.21,23,1640527,"Lorenzo's Oil? No, Linda's","Sun, Jan 6, 2019","Linda's new friend introduces her to essential oils and Aunt Gayle is convinced she must be rescued. Meanwhile, Bob and Teddy are bamboozled into performing a series of annoying favors for Mr. Huggins.",7.5,749,"https://m.media-amazon.com/images/M/MV5BNDgzZmFjMzEtNjNiZi00OWU5LThhYzUtZjBmMTBlOGViOWRiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9413680/?ref_=ttep_ep_11,FALSE,Stephanie Allynne,Susan
162,9,12,The Helen Hunt,2019-01-13,2019,8.3,7,"The Belchers make it their mission to help Teddy get his dream girl, but Tina is convinced she's found a better match for him.",Ryan Mattos,Dan Fybel,4.89,23,1637676,The Helen Hunt,"Sun, Jan 13, 2019","The Belchers help Teddy find his dream girl, but Tina believes she's found a better match for him.",7.9,802,"https://m.media-amazon.com/images/M/MV5BMTRiYTQ0ZDYtMjFhYS00ODI0LWJhNGYtN2Q3YThkYTRmZjM1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9402196/?ref_=ttep_ep_12,FALSE,NA,NA
163,9,13,"Bed, Bob & Beyond",2019-02-10,2019,6.7,7,"A Valentine's Day fight between Bob and Linda has the kids feeling confused. After a failed attempt to see a movie, it's up to Tina, Louise and Gene to tell their own story as a distraction from the awkward tension.",Ian Hamilton,Kelvin Yu,1.66,23,1645341,"Bed, Bob & Beyond","Sun, Feb 10, 2019","A Valentine's Day fight between Bob and Linda has the kids feeling confused. After a failed attempt to see a movie, it's up to Tina, Louise and Gene to tell their own story as a distraction from the awkward tension.",7.2,839,"https://m.media-amazon.com/images/M/MV5BZTE0NjRmOGMtMTViMC00ZDliLThjMzgtZTI4MzQ1MWJjNWUwXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9413706/?ref_=ttep_ep_13,TRUE,Lucy Davis; Peter Serafinowicz,Princess Paula McCartney; Scottjon Dansteve
164,9,14,Every Which Way But Goose,2019-02-17,2019,7.8,6,"Tina, discouraged by not being asked to prom by Jimmy Jr., forms an unhealthy attachment to a goose from the nearby park. Meanwhile, Linda joins a dating app to help Gretchen find a match.",Kev Wotton,Holly Schlesinger,2.18,23,1645344,Every Which Way But Goose,"Sun, Feb 17, 2019","Tina, discouraged by not being asked to prom by Jimmy Jr., forms an unhealthy attachment to a goose from the nearby park. Meanwhile, Linda joins a dating app to help Gretchen find a match.",7.4,727,"https://m.media-amazon.com/images/M/MV5BMzQxNGZmMzUtYWQxMy00NjZhLTgwYTgtNDc4MTkzNzY1Yzg3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9413734/?ref_=ttep_ep_14,FALSE,NA,NA
165,9,15,The Fresh Princ-ipal,2019-03-03,2019,8.5,6,"Things get out of hand when Louise wins a contest to be Principal for a Day. Meanwhile, Teddy attempts to help Bob when he suddenly finds himself unable to flip burgers",Tyree Dillihay,Greg Thompson,1.98,23,1707381,The Fresh Princ-ipal,"Sun, Mar 3, 2019","Things get out of hand when Louise wins a contest to be Principal for a Day. Meanwhile, Teddy attempts to help Bob when he suddenly finds himself unable to flip burgers.",8.1,769,"https://m.media-amazon.com/images/M/MV5BMWNhMmRmZmYtOWMxZC00ZTM1LTkyYzEtNDdjMTIyNDRhMGQ0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9413736/?ref_=ttep_ep_15,FALSE,NA,NA
166,9,16,Roamin' Bob-iday,2019-03-10,2019,8.2,6,"The family forces workaholic Bob to take a much-needed day off, only for him to wind up working at a local sandwich shop. Meanwhile, Linda and the kids throw a last minute baby shower at the restaurant for a female biker group.",Ian Hamilton,Lizzie Molyneux-Logelin & Wendy Molyneux,2,23,1707383,Roamin' Bob-iday,"Sun, Mar 10, 2019",Bob winds up working at a local sandwich shop when the family forces him to take a day off; a last-minute baby shower is thrown for a female biker group.,8,819,"https://m.media-amazon.com/images/M/MV5BNzY5YTc3MmUtYjNhYy00ZmU2LWI0OWYtZWM3OGVlNzk5MzJmXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9667904/?ref_=ttep_ep_16,FALSE,Steve Berg; Tiffany Haddish,Steve; Patricia
167,9,17,What About Blob?,2019-03-17,2019,7.8,8,Gene convinces Tina and Louise to help him save a misunderstood plankton blob from being destroyed by a yacht club.,Chris Song,Rich Rinaldi,2.08,22,1707385,What About Blob?,"Sun, Mar 17, 2019",Gene convinces Tina and Louise to help him save a misunderstood plankton blob from being destroyed by a yacht club.,7.3,703,"https://m.media-amazon.com/images/M/MV5BOTA1NzliMWMtMzUxOS00MmMwLWFjY2ItNGM4MmM4NTEyNTljXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9667920/?ref_=ttep_ep_17,FALSE,NA,NA
168,9,18,"If You Love It So Much, Why Don't You Marionette?",2019-03-24,2019,7.9,7,The kids visit a marionette theater for a school field trip and Louise gets on the theater owner's bad side.,Ryan Mattos,Katie Crown,2.03,23,1707386,"If You Love It So Much, Why Don't You Marionette?","Sun, Mar 24, 2019","On a school field trip, the kids visit a marionette theater, where Louise gets on the owner's bad side; Bob takes pity on a guy handing out flyers outside the restaurant.",7.2,729,"https://m.media-amazon.com/images/M/MV5BYjc2NjUzMDAtYjQ0NS00YzVlLWI0NzktMTZhMmZkNTFlMjhiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9667930/?ref_=ttep_ep_18,FALSE,Tom Kenny,Guy / Box Puppet
169,9,19,"Long Time Listener, First Time Bob",2019-04-07,2019,8,8,"Bob meets his personal hero - a renegade radio DJ who refuses to compromise. However, the Belchers get in over their heads when they try to help him stage a comeback.",Ian Hamilton & Kev Wotton,Scott Jacobson,1.76,23,1707387,"Long Time Listener, First Time Bob","Sun, Apr 7, 2019","The Belchers get in over their heads when they try to help Bob's personal hero, a renegade radio DJ, make a comeback.",7.2,695,"https://m.media-amazon.com/images/M/MV5BYTBkM2IzOTYtZDFlMS00YjMzLTkxM2ItMTdhMjU1MmQ0MTU3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9667942/?ref_=ttep_ep_19,FALSE,NA,NA
170,9,20,The Gene Mile,2019-04-28,2019,8.2,6,"When the kids have to run a mandatory mile for school on free-ice-cream-day, they hatch an elaborate plot to sneak away. Meanwhile, Bob and Linda frantically try to secure discount tickets to a show at the Wharf Arts Center.",Tyree Dillihay,Steven Davis,1.84,23,1740423,The Gene Mile,"Sun, Apr 28, 2019",The kids plan to sneak away from a mandatory mile for school on free-ice-cream-day; Bob and Linda try to get discount tickets to a show at the Wharf Arts Center.,7.7,691,"https://m.media-amazon.com/images/M/MV5BMTQ5Nzg5MDYtZmQwMi00MDVkLTkxNTItODIxNzU0MGI5NTA0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10093054/?ref_=ttep_ep_20,FALSE,NA,NA
171,9,21,P.T.A. It Ain't So,2019-05-05,2019,7.7,7,"Linda attempts to become more involved with the P.T.A., inspired by its seemingly perfect president, Joanne. Meanwhile, Bob tries to cheer up a hardware store owner after unknowingly making a joke about his pet parrot that recently flew away.",Ian Hamilton,Kelvin Yu,1.58,23,1740425,P.T.A It Ain't So,"Sun, May 5, 2019",Linda joins the P.T.A.; Bob tries to cheer up a hardware store owner whose pet parrot flew away.,7.3,681,"https://m.media-amazon.com/images/M/MV5BNGViNTg2OWMtYWJmYi00OWE4LWExZTMtNGUwNmY3NDZmNzBjXkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10093058/?ref_=ttep_ep_21,FALSE,NA,NA
172,9,22,Yes Without My Zeke,2019-05-12,2019,7.8,6,"When Zeke gets in trouble, the Belcher kids and Jimmy Jr. pitch in to help prevent him from being sent to a disciplinary school. However, Tina tries to thwart their mission, so she can have Jimmy Jr. and his butt all to herself. Meanwhile, Randy rents out Bob's Burgers to shoot his independent short feature film.",Chris Song,Jon Schroeder,1.48,23,1740426,Yes Without My Zeke,"Sun, May 12, 2019","The Belcher kids and Jimmy Jr. try to help Zeke when he gets into trouble, but Tina wants Jimmy Jr.'s butt all to herself; Randy rents out Bob's Burgers to shoot an independent short film.",7.5,677,"https://m.media-amazon.com/images/M/MV5BN2NjZDUyNzItZDZlYS00OWI3LThiMWQtYjdhMjhhZTFhNzQ4XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10093064/?ref_=ttep_ep_22,FALSE,NA,NA
173,10,1,The Ring (But Not Scary),2019-09-29,2019,8.1,7,Bob's plan to surprise Linda for their anniversary gets tricky when the kids become involved.,Mario D'Anna,Lizzie Molyneux & Wendy Molyneux,1.82,22,1871589,The Ring (But Not Scary),"Sun, Sep 29, 2019",The kids get involved in Bob's plan to surprise Linda for their anniversary.,8.2,888,"https://m.media-amazon.com/images/M/MV5BN2M2ZGM1OTgtZmQ1NS00ODY3LTk5NDktMzk5ZmQ2MGEwNTQ4XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9771048/?ref_=ttep_ep_1,FALSE,NA,NA
174,10,2,Boys Just Wanna Have Fungus,2019-10-06,2019,8,9,"Unable to afford a rare gourmet mushroom for a Burger of the Day, Bob and Gene jump into the cutthroat world of mushroom foraging. Meanwhile, Tina's powerful new prescription glasses lead her to believe she has a superpower.",Ryan Mattos,Dan Fybel,2.34,22,1933223,Boys Just Wanna Have Fungus,"Sun, Oct 6, 2019",Bob and Gene try to acquire a rare mushroom for a Burger of the Day; Tina thinks her new prescription glasses have given her a superpower.,7.6,764,"https://m.media-amazon.com/images/M/MV5BNDRmMzQzYTItNGNiOC00NzViLTgzYTctZmQzMTdmNmZjNDJiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10680742/?ref_=ttep_ep_2,FALSE,NA,NA
175,10,3,"Motor, She Boat",2019-10-13,2019,7.4,7,"Tina and Bob participate in the Thundergirls father-daughter cardboard boat race and Tina tries to hide her feelings about Bob's terrible boat-building skills. Meanwhile, Linda drags Louise and Gene to a fire station open house and overstays her welcome.",Tom Riggin,Holly Schlesinger,1.64,23,1934817,"Motor, She Boat","Sun, Oct 13, 2019",Bob and Tina participate in a father-daughter cardboard boat race; Linda takes Gene and Louise to a fire station open house.,7.3,720,"https://m.media-amazon.com/images/M/MV5BYTlhYTgzZTYtNzUwNy00ZGU0LWIxYzItNTAxZWNhODY0N2MyXkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10750116/?ref_=ttep_ep_3,FALSE,NA,NA
176,10,4,Pig Trouble in Little Tina,2019-10-20,2019,7.8,8,"Tina dissects a fetal pig in science class and things get spooky. Also, Bob and Linda do battle with a giant ball of ear wax.",Chris Song,Nora Smith,2.45,22,1939305,Pig Trouble in Little Tina,"Sun, Oct 20, 2019",Things get spooky when Tina dissects a fetal pig in science class; Bob and Linda battle a giant ball of earwax.,7.3,795,"https://m.media-amazon.com/images/M/MV5BNzQ0ODY0ZjktMmQ1YS00ODg1LWIwZTEtOTg5ZDgzM2EzZGJmXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10750120/?ref_=ttep_ep_4,FALSE,NA,NA
177,10,5,Legends of the Mall,2019-11-03,2019,8.3,7,"On a Belcher family trip to the mall, Tina is mistaken for a sleeping boy's girlfriend. Meanwhile, Gene and Louise are turned loose on motorized animals, Linda disrupts a book reading and Bob struggles to shop for acceptable pants.",Matthew Long,Greg Thompson,1.51,23,1871591,Legends of the Mall,"Sun, Nov 3, 2019","On a trip to the mall, Tina is mistaken for someone's girlfriend, Gene and Louise are turned loose on motorized animals, Linda disrupts a book reading and Bob shops for acceptable pants.",7.7,741,"https://m.media-amazon.com/images/M/MV5BMGM0NTY0MDctOWIxOC00Yjg4LTk0YzMtYmVjYWM0MjQyYzY4XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11096572/?ref_=ttep_ep_5,FALSE,NA,NA
178,10,6,The Hawkening: Look Who's Hawking Now!,2019-11-10,2019,7.5,8,"Bob and Louise are riding high, hosting an exclusive screening of a Hawk & Chick movie at the restaurant, until the actor who plays Hawk throws a wrench into the works, for his own mysterious reasons.",Mario D'Anna,Rich Rinaldi,2.06,22,1947463,The Hawkening: Look Who's Hawking Now,"Sun, Nov 10, 2019","Bob and Louise host an exclusive screening of a ""Hawk and Chick"" movie at the restaurant, but the actor who plays Hawk throws a wrench into their plans for mysterious reasons.",7.2,680,"https://m.media-amazon.com/images/M/MV5BOWY4YmVlZjAtYWQ5YS00ZWY3LTk5MDUtYWM1YTc0Y2U2ZGQzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10769006/?ref_=ttep_ep_6,FALSE,NA,NA
179,10,7,Land of the Loft,2019-11-17,2019,6.3,9,"Bob and Linda challenge themselves and attend a loft party on a stormy night, while the kids challenge their babysitter, Jen, and face the storm in an ice cream truck.",Tom Riggin,Steven Davis,1.88,22,1939307,Land of the Loft,"Sun, Nov 17, 2019",Bob and Linda attend a loft party on a stormy night while the kids challenge their babysitter and face the storm in an ice cream truck.,7.7,723,"https://m.media-amazon.com/images/M/MV5BZGZjYzhlMzUtNGMzMi00YWNkLWJhZmItOTJlMzg1OGYxYjNjXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10779038/?ref_=ttep_ep_7,FALSE,Naomi Ekperigin,Maya
180,10,8,Now We're Not Cooking With Gas,2019-11-24,2019,8.4,7,"Bob is determined to do whatever it takes to cook a rare, heritage turkey after the gas goes out on Thanksgiving.",Ryan Mattos,Katie Crown,2.29,22,1971546,Now We're Not Cooking with Gas,"Sun, Nov 24, 2019","Bob is willing to do whatever it takes to cook a rare, heritage turkey when the gas goes out on Thanksgiving.",8.1,760,"https://m.media-amazon.com/images/M/MV5BNGQyYWI3ZDUtZDQxMC00MWYxLThiYmQtYzFmMmI3YWQ0NzIzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10779028/?ref_=ttep_ep_8,TRUE,Natasha Rothwell,Firefighter
181,10,9,All That Gene,2019-12-01,2019,6.8,8,"Gene auditions for a small role in a local theater production, but things backfire when he discovers that Linda actually bargained with the director to get Gene the part.",Matthew Long,Kelvin Yu,1.6,23,1980515,All That Gene,"Sun, Dec 1, 2019","Gene auditions for a small role in a local theater production, then discovers that Linda talked the director into giving him the part.",6.8,752,"https://m.media-amazon.com/images/M/MV5BMWVmMDkxYzctZWYyNC00ODQ1LThjYjItMjJjMWFjOTI5ZDEzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11254406/?ref_=ttep_ep_9,FALSE,NA,NA
