season,episode,title,aired_date,synopsis,imdb_rating,imdb_vote_count,thumbnail_url,imdb_episode_url,is_holiday
7,16,Eggs for Days,"Sun, Apr 2, 2017","At the annual Easter egg hunt, Bob and Linda have a little too much fun hiding the eggs, so the Belchers race to find the one egg rotting in its hiding place.",8.2,889,"https://m.media-amazon.com/images/M/MV5BODJhMDFhNTMtNTJjMS00YmQ0LTg3OTMtMjZhYzkyYTkxMjBlXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6631398/?ref_=ttep_ep_16,TRUE
7,17,Zero Larp Thirty,"Sun, Apr 23, 2017","Linda wins a contest to spend a weekend at the home where her favorite TV show is filmed, but it doesn't quite go as planned.",7.7,842,"https://m.media-amazon.com/images/M/MV5BZjZkMDgzODgtOTIzNC00OWRjLThlOGQtNDMwOTEyNGRiNDRiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6715452/?ref_=ttep_ep_17,FALSE
7,18,The Laser-inth,"Sun, Apr 23, 2017",Bob and Gene go to the last-ever rock-and-roll laser show at the planetarium while Linda and the girls go out to dinner at a wacky restaurant.,8.2,897,"https://m.media-amazon.com/images/M/MV5BMTJiMDk5NDctMzg0ZC00NGQ1LWJjMGYtMTNiYmM0YmE4YmE2XkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6733190/?ref_=ttep_ep_18,FALSE
7,19,Thelma & Louise Except Thelma Is Linda,"Sun, Apr 30, 2017",Linda could lose her position as the leader of the Wagstaff bake sale when Louise gets in trouble at school.,8.2,836,"https://m.media-amazon.com/images/M/MV5BOWRhMTQwNTEtODdkOC00OGI4LWEzMDktMDQxOTU1YjRkNmVlXkEyXkFqcGc@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt6733194/?ref_=ttep_ep_19,FALSE
7,20,"Mom, Lies and Videotapes","Sun, May 7, 2017",Linda catches a cold just before the Mother's Day show at Wagstaff.,7.7,822,"https://m.media-amazon.com/images/M/MV5BMmNhMDVjMmItYzMwMi00YjBhLWJiYzEtZjhhMDQwM2RiNWJiXkEyXkFqcGc@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt6733202/?ref_=ttep_ep_20,TRUE
7,21,Paraders of the Lost Float,"Sun, May 21, 2017",Teddy talks Bob into entering the Bog to Beach parade even though the forecast calls for rain.,7.6,821,"https://m.media-amazon.com/images/M/MV5BMzhiNWQ1OWQtZjg4ZC00MjNmLWIxMTYtOWI1MWU2MjQ1Y2Q0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6733206/?ref_=ttep_ep_21,FALSE
7,22,Into the Mild,"Sun, Jun 11, 2017",Bob realizes his dream of being an outdoorsman when the wilderness equipment store has a going out of business sale; Linda and the kids spend the night watching Aunt Gayle rehearse for her one-woman show.,7.6,799,"https://m.media-amazon.com/images/M/MV5BYzRkOTA5ZjAtY2UwYS00NThjLTllZWItNWRlZGIzYmViZTM2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6733212/?ref_=ttep_ep_22,FALSE
8,1,Brunchsquatch,"Sun, Oct 1, 2017",Bob decides to serve brunch to compete with Jimmy Pesto; the Belcher kids help Mr. Fischoeder's brother hide from him.,7.9,1300,"https://m.media-amazon.com/images/M/MV5BNDkzMGE4ZTYtNzg5MS00ZGEwLWIzNTItMDAzMzIyZGIwOTBkXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6993092/?ref_=ttep_ep_1,FALSE
8,2,The Silence of the Louise,"Sun, Oct 15, 2017",Louise enlists Millie's help to find the culprit who attacked Mr. Frond's therapy dolls.,8.1,937,"https://m.media-amazon.com/images/M/MV5BZmE3YjZkYzktOGVlNS00NDUyLWE3MjAtNTNjZmUxMzNlMTI5XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt7437468/?ref_=ttep_ep_2,FALSE
8,3,The Wolf of Wharf Street,"Sun, Oct 22, 2017","On Halloween night, Linda tries to impress the kids by taking them to look for a wolf that has been terrorizing the town. Meanwhile, an injured and medicated Bob believes that Teddy has turned into a werewolf.",8,927,"https://m.media-amazon.com/images/M/MV5BYzYzZTk3ODQtNzU2Ni00ZWM2LTg0N2ItMTJjMmZiNTFmMjFkXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt7437454/?ref_=ttep_ep_3,TRUE
8,4,Sit Me Baby One More Time,"Sun, Nov 5, 2017",Tina starts a babysitting franchise that goes off the rails when Tammy is hired to work with her.,7.8,855,"https://m.media-amazon.com/images/M/MV5BYjliODU5MmItZDk3NS00ODdlLTliNzQtOWZlZGIwYWU1OWEyXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt7542490/?ref_=ttep_ep_4,FALSE
8,5,Thanks-hoarding,"Sun, Nov 19, 2017",The Belchers discover that Teddy is a secret hoarder when they reluctantly agree to pitch in for Thanksgiving with his family.,7.8,862,"https://m.media-amazon.com/images/M/MV5BMzA5MDAyNmEtM2QzYi00YzA1LTlkYTctYzIwNWNkMmVhYzI3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt7585872/?ref_=ttep_ep_5,TRUE
8,6,The Bleakening,"Sun, Dec 10, 2017","Linda wants to add some extra cheer to the holidays by throwing a holiday party. After her ornaments are stolen, Linda interrogates her guests. The children think it was ""The Bleaken"".",8.4,1200,"https://m.media-amazon.com/images/M/MV5BZjJiODFmMmItMTAxZC00ZDMxLWIyM2MtODA2NjIwODY1ZDU3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt7635808/?ref_=ttep_ep_6,TRUE
8,7,V for Valentine-detta,"Sun, Jan 14, 2018","Tina has a rough break up on Valentine's Day, so Linda and Louise take her on a girls' night out, while Bob and Gene have a trapeze experience that brings them closer.",8.3,1000,"https://m.media-amazon.com/images/M/MV5BYjM0MTE5NmUtMmFlNS00YTdhLWI4OGItNjAwNmM4MDcwMjhmXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt7733366/?ref_=ttep_ep_7,TRUE
8,8,Y Tu Ga-Ga Tambien,"Sun, Mar 11, 2018",Gene disapproves of a new playground game; Linda fills in for the local library storyteller.,7.6,805,"https://m.media-amazon.com/images/M/MV5BMmM5MGRlOGMtMzQxMC00MTVmLTg3ZDctNDI1MjdjM2I3MWQ4XkEyXkFqcGc@._V1_QL75_UX500_CR0,15,500,281_.jpg",https://www.imdb.com/title/tt7852806/?ref_=ttep_ep_8,FALSE
8,9,The Secret Ceramics Room of Secrets,"Sun, Mar 18, 2018","The kids are tasked with giving their grandma homemade gifts for her birthday and set out to find a secret ceramics room that, according to urban legend, has been boarded up for years.",7.7,758,"https://m.media-amazon.com/images/M/MV5BNTJiMjMyMjYtMTJlMC00NTFlLTk5ZTgtMzdhZjVmZWUxNzI1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8045718/?ref_=ttep_ep_9,FALSE
8,10,Sleeping with the Frenemy,"Sun, Mar 25, 2018",Tina allows Tammy to stay with the Belchers during Spring Break and fixes her up with a boy from out of town.,7.5,752,"https://m.media-amazon.com/images/M/MV5BYTdmOWUwNTctOGE5ZS00NjlkLWI3NjgtM2YwZmU5MDI2ZWY2XkEyXkFqcGc@._V1_QL75_UY281_CR18,0,500,281_.jpg",https://www.imdb.com/title/tt8075308/?ref_=ttep_ep_10,FALSE
8,11,The Hurt Soccer,"Sun, Apr 1, 2018",The Belchers sign Louise up for a soccer league and must help her train for the last game of the season.,8,827,"https://m.media-amazon.com/images/M/MV5BNWFkMmFmZjAtNDY5NS00YjljLTkzNmEtZjE1N2UzMzJiNTlhXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8110994/?ref_=ttep_ep_11,FALSE
8,12,Cheer Up Sleepy Gene,"Sun, Apr 8, 2018",Gene is nervous about going to his first sleepover and realizes he had a right to be when things don't go as planned.,7.6,763,"https://m.media-amazon.com/images/M/MV5BNmI0NmNjMjUtMTA3MC00NjY1LThiZDUtZmFhY2ZhYzBiODM5XkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8174214/?ref_=ttep_ep_12,FALSE
8,13,The Trouble with Doubles,"Sun, Apr 15, 2018","Bob and Linda get trapped in an Escape Room while on a double date with another couple. Meanwhile, Louise hosts a zombie-movie night, but Tina takes charge when the zombies prove to be too scary.",7.9,791,"https://m.media-amazon.com/images/M/MV5BNzlhOWRlNjItNjk4OC00NThjLTg2MzQtNDdiYzc0N2VkNjcwXkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8254030/?ref_=ttep_ep_13,FALSE
8,14,Go Tina on the Mountain,"Sun, Apr 22, 2018","Tina befriends a hermit living in the woods when she, Gene and Louise go to Outdoor Education; Bob and Linda see what it's like to be empty-nesters.",7.7,744,"https://m.media-amazon.com/images/M/MV5BM2RkMGYyMzktOTQxOS00ZmU2LThjMDQtZjhkYTBhMTQ1NmU4XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8254032/?ref_=ttep_ep_14,FALSE
8,15,"Are You There Bob? It's Me, Birthday","Sun, Apr 29, 2018","Linda and the kids try to put together a last-minute surprise party when they forget Bob's birthday, but to do so, Linda asks Hugo to take Bob with him on his restaurant health inspections.",7.7,745,"https://m.media-amazon.com/images/M/MV5BMTlkY2ExZDgtMzc2ZS00MmQxLTgwYjYtMzE5OTI1MmI3NTZkXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8012166/?ref_=ttep_ep_15,FALSE
8,16,Boywatch,"Sun, May 6, 2018","Tina joins the Junior Lifeguards, but she struggles with the training, prompting one of her fellow junior guards to try and make her quit.",7.3,738,"https://m.media-amazon.com/images/M/MV5BNmZlOTAwZTItNDM3ZC00Yzc2LTg5ODUtZjlhNmM5ZGI1NjE1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8259880/?ref_=ttep_ep_16,FALSE
8,17,As I Walk Through the Alley of the Shadow of Ramps,"Sun, May 13, 2018",Louise gets into a turf war with a juice truck owner trying to set up shop in the Belcher's alley; Linda realizes she can't always come to her sister's defense.,7.7,761,"https://m.media-amazon.com/images/M/MV5BYmFkYTYyY2UtODI3YS00ZDViLTkxMjItY2I0ZjBiYjkxZWY1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8259884/?ref_=ttep_ep_17,FALSE
8,18,Mo Mommy Mo Problems,"Sun, May 13, 2018","On Mother's Day, the Belchers wind up in a real estate scheme when attend open houses for free food and Linda meets a charming real estate agent.",7.7,737,"https://m.media-amazon.com/images/M/MV5BNzA2MzFjMWMtYWRkYi00ZjRlLWE5ZDYtM2E3ZmJiMjg3ODg2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8259896/?ref_=ttep_ep_18,TRUE
8,19,Mission Impos-Slug-Ble,"Sun, May 20, 2018",Louise devises a plan to get her extensive Burobu card collection back after it's confiscated at school.,7.5,733,"https://m.media-amazon.com/images/M/MV5BZTJjMjU5MTQtMWExYS00Njk1LWFiMDUtZTkyZjY2M2U3Yzk1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8259898/?ref_=ttep_ep_19,FALSE
8,20,"Something Old, Something New, Something Bob Caters for You","Sun, May 20, 2018",The Belchers cater a wedding for a couple who fell in love at the restaurant.,8.2,839,"https://m.media-amazon.com/images/M/MV5BN2I1YTgwNDctYTIzZC00MWVhLWJkMzMtZTA0OWI0NzlhMjg5XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8259902/?ref_=ttep_ep_20,FALSE
9,1,Just One of the Boyz 4 Now for Now,"Sun, Sep 30, 2018","Convinced she's met the love of her life, Tina decides to disguise herself as a boy and sneak into the Boyz 4 Now auditions to find him. Back at the restaurant, Teddy asks the rest of the Belcher gang to nurse his baby rat back to health.",7.6,1100,"https://m.media-amazon.com/images/M/MV5BNmNiYmI0ZDctYjQwNy00MzI2LWFmM2MtNzkwNGQyZWVlYzhiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8407530/?ref_=ttep_ep_1,FALSE
9,2,The Taking of Funtime One Two Three,"Sun, Oct 7, 2018","With help from Mr. Fischoeder, the Belcher kids devise a master plan to win the grand prize dune buggy at their local arcade; Teddy promises Bob and Linda fresh eggs if they take in a chicken.",8.5,982,"https://m.media-amazon.com/images/M/MV5BMjE0MTQ2MDMtNTQwZS00MjZlLTk1NDctMzdkOTM3MGJjZjQ4XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651752/?ref_=ttep_ep_2,FALSE
9,3,Tweentrepreneurs,"Sun, Oct 14, 2018","Tina, Louise, and Gene get a taste of business when they join the school's Tweentrepeneurs club. Back at the restaurant, Bob and Linda find themselves outsmarted by a dine-and-dasher.",7.7,798,"https://m.media-amazon.com/images/M/MV5BODY0NTY1ZTUtZjA0NS00MGU5LWIxYjAtM2U1NzUyOGNiNDhiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651754/?ref_=ttep_ep_3,FALSE
9,4,Nightmare on Ocean Avenue Street,"Sun, Oct 21, 2018","The Belcher kids set out to find the culprit who's snatching everyone's candy bags on Halloween night. Meanwhile, Teddy gets carried away when he decorates the restaurant to compete with another handyman on the street.",8.1,858,"https://m.media-amazon.com/images/M/MV5BNjI5ZjdiODgtZDA1ZS00N2Q1LWJlNjItNzkzMjVmZTdlMzdhXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651756/?ref_=ttep_ep_4,TRUE
9,5,Live and Let Fly,"Sun, Nov 4, 2018",The Belcher kids' revenge plan against the school counselor gets them involved in a sibling rivalry between two pilots. Meanwhile Teddy invites Bob and Linda to a paper airplane contest.,7.3,750,"https://m.media-amazon.com/images/M/MV5BZjMxMTE4NDgtZGE4ZC00OTZmLTg3ZjUtMzE0ZmIxMTU1ZDY5XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651758/?ref_=ttep_ep_5,FALSE
9,6,Bobby Driver,"Sun, Nov 11, 2018",Bob drives a professional quilter around town when she talks him into joining her revenge plot; the kids attend a Gatsby-themed birthday party; Linda helps Teddy expand his taste palate.,8.1,863,"https://m.media-amazon.com/images/M/MV5BZjNmODVkYjYtMGNiNy00ZDA0LTk3OTctYTgwZmFlNTYwZWM1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651762/?ref_=ttep_ep_6,FALSE
9,7,I Bob Your Pardon,"Sun, Nov 18, 2018",The Belchers try to save a turkey from the slaughterhouse.,7.6,764,"https://m.media-amazon.com/images/M/MV5BYmQ1ODBhMmUtYmRiYy00MWQwLWEzMDUtOTFhNDFiZjg0MjVkXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651764/?ref_=ttep_ep_7,FALSE
9,8,Roller? I Hardly Know Her!,"Sun, Nov 25, 2018","Gene is upset with his best friend ditching him for Courtney as a roller-dancing partner; Teddy, Linda and Bob discover someone stalking the restaurant.",7.3,728,"https://m.media-amazon.com/images/M/MV5BYzViMDY3NjItYmYxOC00YTVmLTliM2ItYTdiYzNjYWI4YjUxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651766/?ref_=ttep_ep_8,FALSE
9,9,UFO No You Didn't,"Sun, Dec 2, 2018","Tina and her new science partner create a device that allows them to communicate with aliens, but their excitement turns to fear when they receive a dangerous warning message. Meanwhile, Bob attempts to sell mini coat racks he bought.",7.3,735,"https://m.media-amazon.com/images/M/MV5BYzBhMTkwMWItODRhZC00OGFiLTljMmYtZWUyYTk1YTQ2NWI2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651768/?ref_=ttep_ep_9,FALSE
9,10,Better Off Sled,"Sun, Dec 9, 2018",The Belcher kids get into a turf war with teenagers who take their usual sledding territory; Bob tries to help Linda knit three scarves before Christmas.,8.1,823,"https://m.media-amazon.com/images/M/MV5BMjJiYWY0MzEtZjk1Yy00NjFlLThkMWItZTk1YTc2M2U5YWJiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8651770/?ref_=ttep_ep_10,TRUE
9,11,"Lorenzo's Oil? No, Linda's","Sun, Jan 6, 2019","Linda's new friend introduces her to essential oils and Aunt Gayle is convinced she must be rescued. Meanwhile, Bob and Teddy are bamboozled into performing a series of annoying favors for Mr. Huggins.",7.5,749,"https://m.media-amazon.com/images/M/MV5BNDgzZmFjMzEtNjNiZi00OWU5LThhYzUtZjBmMTBlOGViOWRiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9413680/?ref_=ttep_ep_11,FALSE
9,12,The Helen Hunt,"Sun, Jan 13, 2019","The Belchers help Teddy find his dream girl, but Tina believes she's found a better match for him.",7.9,802,"https://m.media-amazon.com/images/M/MV5BMTRiYTQ0ZDYtMjFhYS00ODI0LWJhNGYtN2Q3YThkYTRmZjM1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9402196/?ref_=ttep_ep_12,FALSE
9,13,"Bed, Bob & Beyond","Sun, Feb 10, 2019","A Valentine's Day fight between Bob and Linda has the kids feeling confused. After a failed attempt to see a movie, it's up to Tina, Louise and Gene to tell their own story as a distraction from the awkward tension.",7.2,839,"https://m.media-amazon.com/images/M/MV5BZTE0NjRmOGMtMTViMC00ZDliLThjMzgtZTI4MzQ1MWJjNWUwXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9413706/?ref_=ttep_ep_13,TRUE
9,14,Every Which Way But Goose,"Sun, Feb 17, 2019","Tina, discouraged by not being asked to prom by Jimmy Jr., forms an unhealthy attachment to a goose from the nearby park. Meanwhile, Linda joins a dating app to help Gretchen find a match.",7.4,727,"https://m.media-amazon.com/images/M/MV5BMzQxNGZmMzUtYWQxMy00NjZhLTgwYTgtNDc4MTkzNzY1Yzg3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9413734/?ref_=ttep_ep_14,FALSE
9,15,The Fresh Princ-ipal,"Sun, Mar 3, 2019","Things get out of hand when Louise wins a contest to be Principal for a Day. Meanwhile, Teddy attempts to help Bob when he suddenly finds himself unable to flip burgers.",8.1,769,"https://m.media-amazon.com/images/M/MV5BMWNhMmRmZmYtOWMxZC00ZTM1LTkyYzEtNDdjMTIyNDRhMGQ0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9413736/?ref_=ttep_ep_15,FALSE
9,16,Roamin' Bob-iday,"Sun, Mar 10, 2019",Bob winds up working at a local sandwich shop when the family forces him to take a day off; a last-minute baby shower is thrown for a female biker group.,8,819,"https://m.media-amazon.com/images/M/MV5BNzY5YTc3MmUtYjNhYy00ZmU2LWI0OWYtZWM3OGVlNzk5MzJmXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9667904/?ref_=ttep_ep_16,FALSE
9,17,What About Blob?,"Sun, Mar 17, 2019",Gene convinces Tina and Louise to help him save a misunderstood plankton blob from being destroyed by a yacht club.,7.3,703,"https://m.media-amazon.com/images/M/MV5BOTA1NzliMWMtMzUxOS00MmMwLWFjY2ItNGM4MmM4NTEyNTljXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9667920/?ref_=ttep_ep_17,FALSE
9,18,"If You Love It So Much, Why Don't You Marionette?","Sun, Mar 24, 2019","On a school field trip, the kids visit a marionette theater, where Louise gets on the owner's bad side; Bob takes pity on a guy handing out flyers outside the restaurant.",7.2,729,"https://m.media-amazon.com/images/M/MV5BYjc2NjUzMDAtYjQ0NS00YzVlLWI0NzktMTZhMmZkNTFlMjhiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9667930/?ref_=ttep_ep_18,FALSE
9,19,"Long Time Listener, First Time Bob","Sun, Apr 7, 2019","The Belchers get in over their heads when they try to help Bob's personal hero, a renegade radio DJ, make a comeback.",7.2,695,"https://m.media-amazon.com/images/M/MV5BYTBkM2IzOTYtZDFlMS00YjMzLTkxM2ItMTdhMjU1MmQ0MTU3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9667942/?ref_=ttep_ep_19,FALSE
9,20,The Gene Mile,"Sun, Apr 28, 2019",The kids plan to sneak away from a mandatory mile for school on free-ice-cream-day; Bob and Linda try to get discount tickets to a show at the Wharf Arts Center.,7.7,691,"https://m.media-amazon.com/images/M/MV5BMTQ5Nzg5MDYtZmQwMi00MDVkLTkxNTItODIxNzU0MGI5NTA0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10093054/?ref_=ttep_ep_20,FALSE
9,21,P.T.A It Ain't So,"Sun, May 5, 2019",Linda joins the P.T.A.; Bob tries to cheer up a hardware store owner whose pet parrot flew away.,7.3,681,"https://m.media-amazon.com/images/M/MV5BNGViNTg2OWMtYWJmYi00OWE4LWExZTMtNGUwNmY3NDZmNzBjXkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10093058/?ref_=ttep_ep_21,FALSE
9,22,Yes Without My Zeke,"Sun, May 12, 2019","The Belcher kids and Jimmy Jr. try to help Zeke when he gets into trouble, but Tina wants Jimmy Jr.'s butt all to herself; Randy rents out Bob's Burgers to shoot an independent short film.",7.5,677,"https://m.media-amazon.com/images/M/MV5BN2NjZDUyNzItZDZlYS00OWI3LThiMWQtYjdhMjhhZTFhNzQ4XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10093064/?ref_=ttep_ep_22,FALSE
10,1,The Ring (But Not Scary),"Sun, Sep 29, 2019",The kids get involved in Bob's plan to surprise Linda for their anniversary.,8.2,888,"https://m.media-amazon.com/images/M/MV5BN2M2ZGM1OTgtZmQ1NS00ODY3LTk5NDktMzk5ZmQ2MGEwNTQ4XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt9771048/?ref_=ttep_ep_1,FALSE
10,2,Boys Just Wanna Have Fungus,"Sun, Oct 6, 2019",Bob and Gene try to acquire a rare mushroom for a Burger of the Day; Tina thinks her new prescription glasses have given her a superpower.,7.6,764,"https://m.media-amazon.com/images/M/MV5BNDRmMzQzYTItNGNiOC00NzViLTgzYTctZmQzMTdmNmZjNDJiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10680742/?ref_=ttep_ep_2,FALSE
10,3,"Motor, She Boat","Sun, Oct 13, 2019",Bob and Tina participate in a father-daughter cardboard boat race; Linda takes Gene and Louise to a fire station open house.,7.3,720,"https://m.media-amazon.com/images/M/MV5BYTlhYTgzZTYtNzUwNy00ZGU0LWIxYzItNTAxZWNhODY0N2MyXkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10750116/?ref_=ttep_ep_3,FALSE
10,4,Pig Trouble in Little Tina,"Sun, Oct 20, 2019",Things get spooky when Tina dissects a fetal pig in science class; Bob and Linda battle a giant ball of earwax.,7.3,795,"https://m.media-amazon.com/images/M/MV5BNzQ0ODY0ZjktMmQ1YS00ODg1LWIwZTEtOTg5ZDgzM2EzZGJmXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10750120/?ref_=ttep_ep_4,FALSE
10,5,Legends of the Mall,"Sun, Nov 3, 2019","On a trip to the mall, Tina is mistaken for someone's girlfriend, Gene and Louise are turned loose on motorized animals, Linda disrupts a book reading and Bob shops for acceptable pants.",7.7,741,"https://m.media-amazon.com/images/M/MV5BMGM0NTY0MDctOWIxOC00Yjg4LTk0YzMtYmVjYWM0MjQyYzY4XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11096572/?ref_=ttep_ep_5,FALSE
10,6,The Hawkening: Look Who's Hawking Now,"Sun, Nov 10, 2019","Bob and Louise host an exclusive screening of a ""Hawk and Chick"" movie at the restaurant, but the actor who plays Hawk throws a wrench into their plans for mysterious reasons.",7.2,680,"https://m.media-amazon.com/images/M/MV5BOWY4YmVlZjAtYWQ5YS00ZWY3LTk5MDUtYWM1YTc0Y2U2ZGQzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10769006/?ref_=ttep_ep_6,FALSE
10,7,Land of the Loft,"Sun, Nov 17, 2019",Bob and Linda attend a loft party on a stormy night while the kids challenge their babysitter and face the storm in an ice cream truck.,7.7,723,"https://m.media-amazon.com/images/M/MV5BZGZjYzhlMzUtNGMzMi00YWNkLWJhZmItOTJlMzg1OGYxYjNjXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10779038/?ref_=ttep_ep_7,FALSE
10,8,Now We're Not Cooking with Gas,"Sun, Nov 24, 2019","Bob is willing to do whatever it takes to cook a rare, heritage turkey when the gas goes out on Thanksgiving.",8.1,760,"https://m.media-amazon.com/images/M/MV5BNGQyYWI3ZDUtZDQxMC00MWYxLThiYmQtYzFmMmI3YWQ0NzIzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt10779028/?ref_=ttep_ep_8,TRUE
10,9,All That Gene,"Sun, Dec 1, 2019","Gene auditions for a small role in a local theater production, then discovers that Linda talked the director into giving him the part.",6.8,752,"https://m.media-amazon.com/images/M/MV5BMWVmMDkxYzctZWYyNC00ODQ1LThjYjItMjJjMWFjOTI5ZDEzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11254406/?ref_=ttep_ep_9,FALSE
10,10,Have Yourself a Maily Linda Christmas,"Sun, Dec 15, 2019",Linda works a temp job at the post office to make extra money for the holidays; Bob and Tina get stuck at home with Linda's family; Gene and Louise try to find the perfect gift for Tina.,7.6,727,"https://m.media-amazon.com/images/M/MV5BZjUxZTA1OTMtMjVjYi00MGFhLTk4ODYtYTRlY2JmYTdiZjQzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11282118/?ref_=ttep_ep_10,TRUE
