magazine,year,month,volume,issue,location,title,author,note,start_page,page_count
Heavy Metal,1987,Summer,11,2,p.107,Tor Johnson In The Country,DrewFriedman and Johnny Legend,NA,107,1
Heavy Metal,1987,Summer,11,2,p.108-112,The Gold Digger,"Jean ""Moebius""Giraud",NA,108,5
Heavy Metal,1987,Summer,11,2,Back Cover,NA,Stephen Hall and Peter X. Kleinman,NA,113,1
Heavy Metal,1987,Fall,11,3,Cover,NA,"""Cheers"" - Olivia De Berardinis",NA,0,1
Heavy Metal,1987,Fall,11,3,p.04,Editorial: From Perigee To Perilune,Bhob Stewart,NA,4,1
Heavy Metal,1987,Fall,11,3,p.05-33,Freddy Lombard,Yves Chaland,NA,5,29
Heavy Metal,1987,Fall,11,3,p.35-50,The Mercenary: The Sacrifice,Vicente Segrelles,NA,35,16
Heavy Metal,1987,Fall,11,3,p.51-57,Crossed Destinies,Gallardo,NA,51,7
Heavy Metal,1987,Fall,11,3,p.60-64,The Creator,"Heriberto ""Herikberto"" Muela",NA,60,5
Heavy Metal,1987,Fall,11,3,p.65-74,The AdventuresOf Dieter Lumpen: A Game Of Chance,Jorge Zentner and Rubn Pellejero,NA,65,10
Heavy Metal,1987,Fall,11,3,p.75-78,Untitled,Peter Kuper,NA,75,4
Heavy Metal,1987,Fall,11,3,p.79-82,Edison Is Back,RickGeary,NA,79,4
Heavy Metal,1987,Fall,11,3,p.84-98,Hombre: Man,Jos Ortiz and Antonio Segura,NA,84,15
Heavy Metal,1987,Fall,11,3,p.100-103,No Respect,Miguelanxo Prado,NA,100,4
Heavy Metal,1987,Fall,11,3,p.104-109,Tropicana: A PoisonousBut Sentimental Dance,Daniel Torres,NA,104,6
Heavy Metal,1987,Fall,11,3,p.110-112,The Great Chief Of TheSeattle Tribe Answers The Powerful White Man's Request To Buy The Indians' Land,"Jean ""Moebius"" Giraud",NA,110,3
Heavy Metal,1988,Winter,11,4,Cover,NA,Olivia De Berardinis,NA,0,1
Heavy Metal,1988,Winter,11,4,p.03,Editorial: Heavy Metal - TheOther Magazine,The Staff,NA,3,1
Heavy Metal,1988,Winter,11,4,p.06-56,The Scarlet Mummy,Eugenio Sicomoro,NA,6,51
Heavy Metal,1988,Winter,11,4,p.57-58,HM's Hollywood Hell: Forgotten Films!,Drew Friedman,NA,57,2
Heavy Metal,1988,Winter,11,4,p.59-64,"Hey, Mister, Can You Spare A Buck?","Miguelanxo ""Miguel Angel"" Prado",NA,59,6
Heavy Metal,1988,Winter,11,4,p.65-75,Deadly Medley,Daniel Torres,NA,65,11
Heavy Metal,1988,Winter,11,4,p.76-81,Nocturne,Stephen Hall,NA,76,6
Heavy Metal,1988,Winter,11,4,p.83-90,Details,Fernando Rubio,NA,83,8
Heavy Metal,1988,Winter,11,4,p.92-101,Earth VersusSaturn,"Gaetano ""Tanino"" Liberatore",reprinted in 15 Years Of 1992,92,10
Heavy Metal,1988,Winter,11,4,p.104-108,Adolphus Claar And The Polo-Playing Thief,Yves Chaland,NA,104,5
Heavy Metal,1988,Winter,11,4,p.112,The Lord Of Eltingville: His Way,Drew Friedman,NA,112,1
Heavy Metal,1988,Spring,12,1,Cover,NA,Alan Craddock,NA,0,1
Heavy Metal,1988,Spring,12,1,p.04-05,Nightmares Of The Rich And Famous,"Dan Aykroyd, Marion Hanley, and Julie Simmons-Lynch",NA,4,2
Heavy Metal,1988,Spring,12,1,"p.06-32, 74",Druuna: Morbus Gravis II,108- Paolo Eleuteri Serpieri,NA,6,28
Heavy Metal,1988,Spring,12,1,p.33-40,One Dollar,Peter Kuper,NA,33,8
Heavy Metal,1988,Spring,12,1,p.42-47,Hctor,Daniel Torres,NA,42,6
Heavy Metal,1988,Spring,12,1,p.49-56,ManuelMontano,"Miguelanxo ""Miguel Angel"" Prado",NA,49,8
Heavy Metal,1988,Spring,12,1,p.58-65,The Bullfight,"Heriberto""Herikberto"" Muela",NA,58,8
Heavy Metal,1988,Spring,12,1,p.68-71,All Too Human,Fernando Rubio,NA,68,4
Heavy Metal,1988,Spring,12,1,p.109-112,To See Naples,"Jean ""Moebius"" Giraud",NA,109,4
Heavy Metal,1988,Summer,12,2,Cover,NA,Oscar Chichoni,NA,0,1
Heavy Metal,1988,Summer,12,2,p.03,Editorial,Julie Simmons-Lynch,NA,3,1
Heavy Metal,1988,Summer,12,2,p.04,Nightmares Of The Rich And Famous,John Shirley and Shelly Stoll,NA,4,1
Heavy Metal,1988,Summer,12,2,p.06-13,To Draw Or Not To Draw,Alberto Breccia,reprinted in GreatestHits 1994,6,8
Heavy Metal,1988,Summer,12,2,p.14-17,Druuna,Eugenio Sicomoro,reprinted in GreatestHits 1994,14,4
Heavy Metal,1988,Summer,12,2,p.20-27,Burton & Cyb: The First Round,Antonio Segura andJos Ortiz,NA,20,8
Heavy Metal,1988,Summer,12,2,p.29-35,Sandra: The She Devil,Michael Dorey,reprinted inGreatest Hits 1994,29,7
Heavy Metal,1988,Summer,12,2,p.38-45,Your Death Is My Life,"Maurilio ""Milo""Manara",NA,38,8
Heavy Metal,1988,Summer,12,2,p.47-54,The Naked Branch,Juan Gimnez and Felipe Hernandez Cava,NA,47,8
Heavy Metal,1988,Summer,12,2,p.56-63,The Trial,Antonio Palacios,NA,56,8
Heavy Metal,1988,Summer,12,2,p.65-77,The ForgottenCity,Paolo Eleuteri Serpieri and Raffaele Ambrosio,NA,65,13
Heavy Metal,1988,Summer,12,2,p.78-81,The DiscreetCharm Of Being Aesthetic,"Miguelanxo ""Miguel Angel"" Prado",NA,78,4
Heavy Metal,1988,Summer,12,2,p.84-95,Dieter Lumpen: Cupid's Sin,Rubn Pellejero and Jorge Zentner,NA,84,12
Heavy Metal,1988,Summer,12,2,p.98-105,The Last Vote: A Fairy Tale,Will Eisner,NA,98,8
Heavy Metal,1988,Summer,12,2,p.107-112,Adolphus Claar,Yves Chaland,NA,107,6
Heavy Metal,1988,Fall,12,3,Cover,NA,Olivia De Berardinis,NA,0,1
Heavy Metal,1988,Fall,12,3,p.06,Editorial: Crash / Zonk PixFizzle,Julie Simmons-Lynch,NA,6,1
Heavy Metal,1988,Fall,12,3,p.07-14,Manuel Montano,"Miguelanxo ""MiguelAngel"" Prado",NA,7,8
Heavy Metal,1988,Fall,12,3,p.15,Forgotten Films,Drew Friedman,NA,15,1
Heavy Metal,1988,Fall,12,3,p.16-53,Valentina Rediscovered: Far From Berlin,Guido Crepax,NA,16,38
Heavy Metal,1988,Fall,12,3,p.56-63,Stan TheAlligator And The Underwater Army,Franois Thomas,NA,56,8
Heavy Metal,1988,Fall,12,3,p.66-68,Airhead,"Lou Stathis, Michael Uman, and James Fletcher",NA,66,3
Heavy Metal,1988,Fall,12,3,p.70-84,Frank Cappa:Viet-Song: What The Hell Am I Doing Here?,Manfred Sommer,NA,70,15
Heavy Metal,1988,Fall,12,3,p.86-94,RedTape,Peter Kuper,NA,86,9
Heavy Metal,1988,Fall,12,3,p.96-101,Stan Hoe: Dick At Large,Stephen Hall,NA,96,6
Heavy Metal,1988,Fall,12,3,p.104-107,H,"""""H"""" - Jos Mara Beroy and Pascual Ferry",NA,104,4
Heavy Metal,1988,Fall,12,3,p.109-112,TheStolen God,Carlos Trillo and Fernando Rubio,reprinted in 15 Years Of 1992,109,4
Heavy Metal,1989,Winter,12,4,Cover,NA,"""The Dark Lady"" - Luis Royo",NA,0,1
Heavy Metal,1989,Winter,12,4,p.03,Editorial,Julie Simmons-Lynch,NA,3,1
Heavy Metal,1989,Winter,12,4,p.06-33,The Shanghai Express Affair,"Sergio ""SeSar"" Sarri",NA,6,28
Heavy Metal,1989,Winter,12,4,p.35-64,Hombre: At The End Of The River,Antonio Segura and Jos Ortiz,NA,35,30
Heavy Metal,1989,Winter,12,4,p.66-73,Fragments,"Miguelanxo ""Miguel Angel"" Prado",NA,66,8
Heavy Metal,1989,Winter,12,4,p.75-79,Utopias,Benot Peeters and Franois Schuiten,NA,75,5
Heavy Metal,1989,Winter,12,4,p.81-92,Dieter Lumpen,Rubn Pellejero and Jorge Zentner,reprinted in 15 Years Of 1992,81,12
Heavy Metal,1989,Winter,12,4,p.94-111,Blindman's Buff,Bastille and Max Cabanes,NA,94,18
Heavy Metal,1989,March,13,1,Cover,NA,Luis Royo,NA,0,1
Heavy Metal,1989,March,13,1,p.03,Editorial,Julie Simmons-Lynch,NA,3,1
Heavy Metal,1989,March,13,1,p.06-57,Leo Roa,Juan Gimnez,NA,6,52
Heavy Metal,1989,March,13,1,p.59-64,The Specialist,Georges Pichard,NA,59,6
Heavy Metal,1989,March,13,1,p.65-74,Alien: Sin Retoino,Jos Mara Beroy,NA,65,10
Heavy Metal,1989,March,13,1,p.75-82,FragmentsFrom The Delphic Encyclopedia: Arena,"Miguelanxo ""Miguel Angel"" Prado",NA,75,8
Heavy Metal,1989,March,13,1,p.85-92,The Artist,"Heriberto ""Herikberto"" Muela",NA,85,8
Heavy Metal,1989,March,13,1,p.94-99,Burton& Cyb: The Next God Will Be A Better One,Antonio Segura and Jos Ortiz,NA,94,6
Heavy Metal,1989,March,13,1,p.102-107,Mask,James Fletcher and Rebecca Fletcher,NA,102,6
Heavy Metal,1989,March,13,1,p.108-112,Symbols,Jos Mara Beroy,reprinted in 15 Years Of 1992,108,5
Heavy Metal,1989,May,13,2,Cover,NA,"""Exotique"" - Olivia De Berardinis",NA,0,1
Heavy Metal,1989,May,13,2,p.03,Editorial,JulieSimmons-Lynch,NA,3,1
Heavy Metal,1989,May,13,2,p.06-51,The Hollow Planet,Franois Schuiten and LucSchuiten,NA,6,46
Heavy Metal,1989,May,13,2,p.54-61,Manuel Montano,"Miguelanxo ""Miguel Angel"" Prado",NA,54,8
Heavy Metal,1989,May,13,2,p.63-77,The Adventures Of Glenn Dykstra,Antonio Navarro,reprinted in15 Years Of 1992,63,15
Heavy Metal,1989,May,13,2,p.80-85,Mystery,Peter Kuper,NA,80,6
Heavy Metal,1989,May,13,2,p.87-92,Burned,"Heriberto ""Herikberto"" Muela",NA,87,6
Heavy Metal,1989,May,13,2,p.94-99,July Butterfly,Laurent Theureauand Patrick Galliano,NA,94,6
Heavy Metal,1989,May,13,2,p.100-104,Protoplasmid Zen Master Sphinx OfAutolycus V,Kenneth Smith,NA,100,5
Heavy Metal,1989,May,13,2,p.105-112,Wet Papier Mch,Daniel Torres,NA,105,8
Heavy Metal,1989,July,13,3,Cover,NA,Rowena Morrill,NA,0,1
Heavy Metal,1989,July,13,3,p.03,Guest Editorial: A Moebius Walk DownThe Computer Graphics Lane...,Jean-Marc Lofficier,NA,3,1
Heavy Metal,1989,July,13,3,p.05-12,So You'reTraveling To The Interzone?,"Lou Stathis, Michael Uman, and Jim Fletcher",NA,5,8
Heavy Metal,1989,July,13,3,p.14-59,Dieter Lumpen: Caribe,Rubn Pellejero and Jorge Zentner,NA,14,46
Heavy Metal,1989,July,13,3,p.62-67,The Blue Rock,Laurent Theureau and Patrick Galliano,NA,62,6
Heavy Metal,1989,July,13,3,p.70-79,The Rabbit's Paw,eljko Pahek,NA,70,10
Heavy Metal,1989,July,13,3,p.81-88,Burton & Cyb: The JellyfishFrom Space,Antonio Segura and Jos Ortiz,NA,81,8
Heavy Metal,1989,July,13,3,p.89-96,Tiger G-1,AntoniGuiral and Fernando Rubio,NA,89,8
Heavy Metal,1989,July,13,3,p.97-102,The Alien: Arrival In A Strange City,Jos Mara Beroy,NA,97,6
Heavy Metal,1989,July,13,3,p.104-111,"The Alien, Too: Ghosts",Jos MaraBeroy,NA,104,8
Heavy Metal,1989,September,13,4,Cover,NA,Wayne Duford,NA,0,1
Heavy Metal,1989,September,13,4,p.03,Editorial,Julie Simmons-Lynch,NA,3,1
Heavy Metal,1989,September,13,4,p.05-32,Opium,Daniel Torres,NA,5,28
Heavy Metal,1989,September,13,4,p.33-45,The Revenge,Hermann Huppen,NA,33,13
Heavy Metal,1989,September,13,4,p.57-64,White Like She: Double Uh-Oh!,Bob Fingerman,NA,57,8
Heavy Metal,1989,September,13,4,p.66-70,Microcosmos,Kenneth Smith,NA,66,5
Heavy Metal,1989,September,13,4,p.71,Forgotten Films,Drew Friedman,NA,71,1
Heavy Metal,1989,September,13,4,p.73-80,Stratos,"Miguelanxo ""Miguel Angel"" Prado",NA,73,8
Heavy Metal,1989,September,13,4,p.81-90,Firebrand,"Heriberto ""Herikberto""Muela",NA,81,10
Heavy Metal,1989,September,13,4,p.92-95,Ruins,Jos Mara Beroy,NA,92,4
Heavy Metal,1989,September,13,4,p.98-102,VoodooQueen And Demon Boy,Mark Pacella,NA,98,5
Heavy Metal,1989,September,13,4,p.104-111,"Sebastian Holmes, Robot Detective:Pillow Talk",Angus McKie and Dave Weir,NA,104,8
Heavy Metal,1989,November,NA,5,Cover,NA,"""Cover Cimoc IV"" - Luis Royo",NA,0,1
Heavy Metal,1989,November,NA,5,p.04-05,Gallery,Jim Warren,NA,4,2
Heavy Metal,1989,November,NA,5,p.06-57,No Imagination,Horacio Altuna,NA,6,52
Heavy Metal,1989,November,NA,5,p.60-79,The Wall,"Nenad Mikalacki-Django and Igor ""Kordey"" Kordej",NA,60,20
Heavy Metal,1989,November,NA,5,p.82-93,Dieter Lumpen: The Dagger FromIstanbul,Rubn Pellejero and Jorge Zentner,NA,82,12
Heavy Metal,1989,November,NA,5,p.95-102,Stan Croc GoesBack In Time,Franois Thomas,NA,95,8
Heavy Metal,1989,November,NA,5,p.104-111,M. Entangible.,Balaguez,NA,104,8
Heavy Metal,1990,January,13,6,Cover,NA,Ovi Hondru,NA,0,1
Heavy Metal,1990,January,13,6,p.03-05,Gallery: Fantasy's Finest,"WinsorMcCay, Lorenzo Mattotti, Jean ""Moebius"" Giraud, Graeme Base, Mark Schultz, GrantWood, Sandro Botticelli, Nicholas Fox Weber, Winslow Pels, and Rien Poortvliet",NA,3,3
Heavy Metal,1990,January,13,6,p.06-67,The Fourth Quarter!,Juan Gimnez,NA,6,62
Heavy Metal,1990,January,13,6,p.70-77,Manuel Montano:Linen's Lipstick,"Miguelanxo ""Miguel Angel"" Prado",NA,70,8
Heavy Metal,1990,January,13,6,p.80-84,1881,Rick Geary,NA,80,5
Heavy Metal,1990,January,13,6,p.86-91,Return To The Sea,Laurent Theureau and PatrickGalliano,NA,86,6
Heavy Metal,1990,January,13,6,p.93-112,The New Frontier: There's Nothing Funny About Murder,John Sablic and Michael Cherkas,NA,93,20
Heavy Metal,1990,March,14,1,Cover,NA,"""Bella Donna"" - Olivia De Berardinis",NA,0,1
Heavy Metal,1990,March,14,1,p.04-07,Gallery,Jim Cherry,NA,4,4
Heavy Metal,1990,March,14,1,p.10-17,The Incal: In The Heart OfThe Impregnable Meta-Bunker,"Alejandro Jodorowsky and Jean ""Moebius"" Giraud",NA,10,8
Heavy Metal,1990,March,14,1,p.18-29,Taxi: 1. Killer Cargo,Alfonso Font,NA,18,12
Heavy Metal,1990,March,14,1,p.30-39,Taxi: 2. ACruise Into Hell,Alfonso Font,NA,30,10
Heavy Metal,1990,March,14,1,p.40-51,Taxi: 3. The Great Emptiness,Alfonso Font,NA,40,12
Heavy Metal,1990,March,14,1,p.52-63,Taxi: 4. Sahara!!,Alfonso Font,NA,52,12
Heavy Metal,1990,March,14,1,p.64-71,The Iron Wheel,eljko Pahek,reprinted in 15 Years Of 1992,64,8
Heavy Metal,1990,March,14,1,p.74-88,White Like She: Girl Trouble,Bob Fingerman,NA,74,15
Heavy Metal,1990,March,14,1,p.89-96,Vega-One,FernandoRubio,NA,89,8
Heavy Metal,1990,March,14,1,p.98-112,Gorillas,Peter Kuper,NA,98,15
Heavy Metal,1990,May,14,2,Cover,NA,Dorian Vallejo,NA,0,1
Heavy Metal,1990,May,14,2,p.04-07,Gallery,Daniel Torres,NA,4,4
Heavy Metal,1990,May,14,2,p.10-55,The Waters Of DeadMoon,Philippe Adamov and Patrick Cothias,NA,10,46
Heavy Metal,1990,May,14,2,p.57-64,Burton & Cyb: En Busca De La Hija Perdida,Antonio Segura and JosOrtiz,NA,57,8
Heavy Metal,1990,May,14,2,p.65-72,The Wish,Ovi Hondru,NA,65,8
Heavy Metal,1990,May,14,2,p.73-80,Prisoners Of Our LadyOf Mutilation,Milton Knight,NA,73,8
Heavy Metal,1990,May,14,2,p.81-96,Comic Artist,Angus McKie,reprinted in 15 Years Of 1992,81,16
Heavy Metal,1990,May,14,2,p.98-101,"Ciao, Jessica",Laurent Theureauand Patrick Galliano,NA,98,4
Heavy Metal,1990,May,14,2,p.103-107,Rounds,Kenneth Smith,NA,103,5
Heavy Metal,1990,May,14,2,p.110-112,The Nightmare Of Everyday Life,"Miguelanxo ""Miguel Angel"" Prado",NA,110,3
Heavy Metal,1990,July,14,3,Cover,NA,Joseph Zavalinski,NA,0,1
Heavy Metal,1990,July,14,3,p.04-09,Gallery,Hans Ruedi Giger,NA,4,6
Heavy Metal,1990,July,14,3,p.12-55,The Towers Of Bois-Maury,Hermann Huppen,NA,12,44
Heavy Metal,1990,July,14,3,p.58-63,ManuelMontano: Night,"Miguelanxo ""Miguel Angel"" Prado",NA,58,6
Heavy Metal,1990,July,14,3,p.65-68,The GeneralStore,Rick Geary,NA,65,4
Heavy Metal,1990,July,14,3,p.70-81,The Wall,Peter Kuper,NA,70,12
Heavy Metal,1990,July,14,3,p.82-87,BriefEncounter,Laurent Theureau and Patrick Galliano,NA,82,6
Heavy Metal,1990,July,14,3,p.88-91,Lorna:Mouse Club,Alfonso Azpiri,reprinted in 15 Years Of 1992,88,4
Heavy Metal,1990,July,14,3,p.93-96,Vamp:Home Sweet Home,Varillo and Montana,NA,93,4
Heavy Metal,1990,July,14,3,p.98-101,Heroes,Daniel Torres,NA,98,4
Heavy Metal,1990,July,14,3,p.102-107,Hombre: Attila,Antonio Segura and Jos Ortiz,NA,102,6
Heavy Metal,1990,July,14,3,p.108-112,Fallen Angel,Laurent Theureau and Patrick Galliano,NA,108,5
Heavy Metal,1990,September,14,4,Cover,NA,"""Cover Cimoc II"" - Luis Royo",NA,0,1
Heavy Metal,1990,September,14,4,p.04-09,Gallery,DovilioBrero,NA,4,6
Heavy Metal,1990,September,14,4,p.12-18,Shmegeggi Of The CaveMen,Harvey Kurtzman and WilliamStout,NA,12,7
Heavy Metal,1990,September,14,4,p.19-64,The Waters Of DeadMoon: Part II: The Harbor Caf,PhilippeAdamov and Patrick Cothias,NA,19,46
Heavy Metal,1990,September,14,4,p.66-81,The New Frontier: The Queen OfKalamazoo,John Sabljic and Michael Cherkas,NA,66,16
Heavy Metal,1990,September,14,4,p.83-110,Opium: In Barcelona,"Daniel Torres, RamnMarcos, and Pat Hernandez",NA,83,28
Heavy Metal,1990,September,14,4,p.111,Modern World,Peter Kuper,NA,111,1
Heavy Metal,1990,September,14,4,p.111,The Adventures Of Wormboy!,Peter Kuper,NA,111,1
Heavy Metal,1990,November,14,5,Cover,NA,"""Princess And The Panther"" - Frank Frazetta",NA,0,1
Heavy Metal,1990,November,14,5,p.04-09,Gallery:Interview With Frank Frazetta,Lou Stathis,NA,4,6
Heavy Metal,1990,November,14,5,p.12-57,Dieter Lumpen:Enemies In Common,Rubn Pellejero and Jorge Zentner,NA,12,46
Heavy Metal,1990,November,14,5,p.58-69,TheTime Zuck Company,eljko Pahek,NA,58,12
Heavy Metal,1990,November,14,5,p.72-95,Semel Insanivimus Omnes: AKAThe Prisoner,Angus McKie,NA,72,24
Heavy Metal,1990,November,14,5,p.96,Modern World Presents: Famous QuotesFrom Rajab Manzil Travel Sage,Peter Kuper,NA,96,1
Heavy Metal,1990,November,14,5,p.96,The Adventures Of Wormboy!,Peter Kuper,NA,96,1
Heavy Metal,1990,November,14,5,p.97-106,Bonnie & Clyde,Rebecca Fletcher and JimFletcher,NA,97,10
Heavy Metal,1990,November,14,5,p.108-111,Behind The Cursed Curtain,Rick Geary,NA,108,4
Heavy Metal,1991,January,14,6,Cover,NA,Wayne Duford,NA,0,1
Heavy Metal,1991,January,14,6,p.04-08,Gallery: Peter Kuper,"""Gallery: Peter Kuper""",NA,4,5
Heavy Metal,1991,January,14,6,p.10-69,Slaine: The Horned God,Pat Mills and Simon Bisley,NA,10,60
Heavy Metal,1991,January,14,6,p.72-75,Madness Of Everyday Life,"Miguelanxo ""Miguel Angel"" Prado",NA,72,4
Heavy Metal,1991,January,14,6,p.78-80,The Onion,Alec Stevens and Fyodor Dostoevsky,NA,78,3
Heavy Metal,1991,January,14,6,p.81,Modern World,Peter Kuper,NA,81,1
Heavy Metal,1991,January,14,6,p.81,The Adventures Of Wormboy!,Peter Kuper,NA,81,1
Heavy Metal,1991,January,14,6,p.82-89,Tizn,"Heriberto ""Herikberto"" Muela",NA,82,8
Heavy Metal,1991,January,14,6,p.91-95,"Hello, Sylvania",Laurent Theureauand Patrick Galliano,NA,91,5
Heavy Metal,1991,January,14,6,p.97-112,The New Frontier,John Sabljic and Michael Cherkas,NA,97,16
Heavy Metal,1991,March,15,1,Cover,NA,Sirvent,NA,0,1
Heavy Metal,1991,March,15,1,p.06-13,Gallery,Rick Nemo,NA,6,8
Heavy Metal,1991,March,15,1,"p.15-46, 83",Hombre: Attila,96- Antonio Segura and Jos Ortiz,NA,15,33
Heavy Metal,1991,March,15,1,p.48-57,WelcomeTo The Interzone: Inkangaroous,Lou Stathis and Dan Steffan,NA,48,10
Heavy Metal,1991,March,15,1,p.59-80,L,Eric Drooker,NA,59,22
Heavy Metal,1991,March,15,1,p.98-101,For A Couple Of Lousy Apples,Miguelanxo Prado,NA,98,4
Heavy Metal,1991,March,15,1,p.103-110,"The Cat At The Window, Or: Life In France",Rick Geary,NA,103,8
Heavy Metal,1991,March,15,1,p.111,Modern World,Peter Kuper,NA,111,1
Heavy Metal,1991,March,15,1,p.111,The Adventures Of Wormboy!,Peter Kuper,NA,111,1
Heavy Metal,1991,May,15,2,Cover,NA,"""Cover Cimoc III"" - Luis Royo",NA,0,1
Heavy Metal,1991,May,15,2,p.06-13,Gallery,RyszardWojtynski,NA,6,8
Heavy Metal,1991,May,15,2,"p.15-49, 81",The Waters Of DeadMoon: Part III: The PrinceAnd The Doll,91 - Philippe Adamov and Patrick Cothias,NA,15,36
Heavy Metal,1991,May,15,2,p.50,Modern World,Peter Kuper,NA,50,1
Heavy Metal,1991,May,15,2,p.50,The Adventures Of Wormboy!,Peter Kuper,NA,50,1
Heavy Metal,1991,May,15,2,"p.51-71,74-79",The Tragedy Of 319 East 8th Street,Seth Tobocman and Peter Kuper,NA,51,27
Heavy Metal,1991,May,15,2,p.73,Modern World,Peter Kuper,NA,73,1
Heavy Metal,1991,May,15,2,p.73,The Adventures Of Wormboy!,Peter Kuper,NA,73,1
Heavy Metal,1991,May,15,2,p.95-111,City In Flames,Daniel Torres,NA,95,17
Heavy Metal,1991,July,15,3,Cover,NA,"""Stinger"" - Olivia De Berardinis",NA,0,1
Heavy Metal,1991,July,15,3,p.06-10,Gallery: JimBurns,"""Gallery: JimBurns""",NA,6,5
Heavy Metal,1991,July,15,3,p.12-67,Nogegon,Franois Schuiten and Luc Schuiten,NA,12,56
Heavy Metal,1991,July,15,3,p.70-76,Double V: Dead Men Wear Toupees,Daniel Torres,reprinted in 15 YearsOf 1992,70,7
Heavy Metal,1991,July,15,3,p.77,Modern World,Peter Kuper,NA,77,1
Heavy Metal,1991,July,15,3,p.77,The Adventures OfWormboy!,Peter Kuper,NA,77,1
Heavy Metal,1991,July,15,3,p.78-85,"Burton & Cyb: Brother, Can You SpareA Dime?",Antonio Segura and Jos Ortiz,NA,78,8
Heavy Metal,1991,July,15,3,p.87-91,The Warrior's Repose,Franois Boucq,NA,87,5
Heavy Metal,1991,July,15,3,p.93-99,Dreams Of Reason,Peter Kuper,NA,93,7
Heavy Metal,1991,July,15,3,p.101-112,The New Frontier: Idol Worship,John Sabljic and Michael Cherkas,NA,101,12
Heavy Metal,1991,September,15,4,Cover,NA,Toni Taylor,NA,0,1
Heavy Metal,1991,September,15,4,p.06-10,Gallery: Les Edwards,"""Gallery: Les Edwards""",NA,6,5
Heavy Metal,1991,September,15,4,p.12-57,The Waters Of DeadMoon: The Eyes Of Nicholas,Philippe Adamov and PatrickCothias,NA,12,46
Heavy Metal,1991,September,15,4,p.60-63,The Little Tree,"Miguelanxo ""Miguel Angel"" Prado",NA,60,4
Heavy Metal,1991,September,15,4,p.65-72,Tragedy In Orbit,Rick Geary,NA,65,8
Heavy Metal,1991,September,15,4,p.73,Modern Worm,PeterKuper,NA,73,1
Heavy Metal,1991,September,15,4,p.74-80,Desert Bone!,Mick Aarestrup,NA,74,7
Heavy Metal,1991,September,15,4,p.81-86,My Dear Friend,Daniel Torres,NA,81,6
Heavy Metal,1991,September,15,4,p.87-98,Ca-rt-oon,Juan Gimnez,reprinted in GreatestHits 1994,87,12
Heavy Metal,1991,September,15,4,p.99-105,Eskimo Song,Eric Drooker,NA,99,7
Heavy Metal,1991,September,15,4,p.107-112,Bombs Away,Peter Kuper,NA,107,6
Heavy Metal,1991,November,15,5,Cover,NA,"""The Blue Forest"" - Luis Royo",NA,0,1
Heavy Metal,1991,November,15,5,p.04-07,Gallery,JanetWoolley,NA,4,4
Heavy Metal,1991,November,15,5,p.10-55,The Adventures Of Tristan Karma: Zoo,Jos Mara Beroy,NA,10,46
Heavy Metal,1991,November,15,5,p.57-64,Burton & Cyb: The Mine,Antonio Segura and Jos Ortiz,NA,57,8
Heavy Metal,1991,November,15,5,p.65,Modern World Presents: Famous Politically Uncorrect Quotes By Rajab Manzil'sEvil Brother Muhmar,Peter Kuper,NA,65,1
Heavy Metal,1991,November,15,5,p.65,The Adventures Of Wormboy!,Peter Kuper,NA,65,1
Heavy Metal,1991,November,15,5,p.66-81,The New Frontier: The Rubi Fields Story,JohnSabljic and Michael Cherkas,NA,66,16
Heavy Metal,1991,November,15,5,p.83-96,Buddy The Chicken,eljko Pahek,NA,83,14
Heavy Metal,1991,November,15,5,p.98-106,The Great Martian Scare Of 1936,Rick Geary,NA,98,9
Heavy Metal,1991,November,15,5,p.110-112,Full MoonIn The Carpathian Mountains,Franois Boucq,NA,110,3
Heavy Metal,1992,January,15,6,Cover,NA,"""Beauty And The Steel Beast"" - Julie Bell",NA,0,1
Heavy Metal,1992,January,15,6,p.04-09,Gallery:Julie Bell,"""Gallery:Julie Bell""",NA,4,6
Heavy Metal,1992,January,15,6,p.12-19,Planetoid,Richard Corben,NA,12,8
Heavy Metal,1992,January,15,6,p.22-24,DreamsOf Reason,Peter Kuper,NA,22,3
Heavy Metal,1992,January,15,6,p.25-28,A Fratricide,Peter Kuper andFranz Kafka,NA,25,4
Heavy Metal,1992,January,15,6,"p.30-63, 92",Raoul Fulgurex: And The Mysterious Plot,"103 - Didier ""Tronchet"" Vasseur, Dominique Gelli, and Marie Roubenne",NA,30,35
Heavy Metal,1992,January,15,6,p.65-79,Payne'sInferno,"George E. Turner, Michael H. Price, Lamberto Alvarez, and OscarWilde",NA,65,15
Heavy Metal,1992,January,15,6,p.81-86,Eat At Ed's,Bob Fingerman,NA,81,6
Heavy Metal,1992,January,15,6,p.87,Modern World,Peter Kuper,NA,87,1
Heavy Metal,1992,January,15,6,p.87,The Adventures Of Wormboy!,Peter Kuper,NA,87,1
Heavy Metal,1992,January,15,6,p.88-90,Gun But Not Forgotten,Greg Gallo,NA,88,3
Heavy Metal,1992,January,15,6,p.106,20 Nude Dancers 20,Mark Martin,NA,106,1
Heavy Metal,1992,January,15,6,p.107,20 Nude Dancers 20: True Confessions,Mark Martin,NA,107,1
Heavy Metal,1992,January,15,6,p.108,20 Nude Dancers 20: Pumpie's Day,Mark Martin,NA,108,1
Heavy Metal,1992,January,15,6,p.109,20Nude Dancers 20: Pumpie's Day: Part 2,Mark Martin,NA,109,1
